stoich,algo,run_label,run_label_unified,type,path,status,slurm_job_id,energy_ev_per_atom,space_group,formula_reduced,time_taken,continuation_of
In5Ga7Zn2O20,pso,1,1,long,experimental-points/Ga_x/In5Ga7Zn2O20/pso,complete,1992907,-5.43656,P1 (1),Ga7In5O20Zn2,12:52:20,
In5Ga7Zn2O20,pso,2,2,long,experimental-points/Ga_x/In5Ga7Zn2O20/pso-2,complete,1992908,-5.52998,P1 (1),Ga7In5O20Zn2,10:58:38,
In5Ga7Zn2O20,rand,1,1,long,experimental-points/Ga_x/In5Ga7Zn2O20/rand,complete,1992905,-5.53772,P1 (1),Ga7In5O20Zn2,5:36:31,
In5Ga7Zn2O20,rand,2,2,long,experimental-points/Ga_x/In5Ga7Zn2O20/rand-2,complete,1992906,-5.54848,P1 (1),Ga7In5O20Zn2,9:06:05,
In5Ga7Zn2O20,tpe,1,1,long,experimental-points/Ga_x/In5Ga7Zn2O20/tpe,no_cif,2014588,N/A,N/A,N/A,N/A,
In5Ga7Zn2O20,tpe,2,2,long,experimental-points/Ga_x/In5Ga7Zn2O20/tpe-2,no_cif,2023073,N/A,N/A,N/A,N/A,
In5GaZn2O11,pso,1,1,long,experimental-points/In_x/In5GaZn2O11/pso,complete,1982080,-5.31728,P1 (1),GaIn5O11Zn2,6:10:25,
In5GaZn2O11,pso,2,2,long,experimental-points/In_x/In5GaZn2O11/pso-2,complete,1982081,-5.3173,P3m1 (156),GaIn5O11Zn2,5:32:47,
In5GaZn2O11,pso,s1,s1,short,short-runs/complete-runs/In5GaZn2O11/pso-s1,complete,2095061,-5.29523,P1 (1),GaIn5O11Zn2,0:46:37,
In5GaZn2O11,pso,s2,s2,short,short-runs/complete-runs/In5GaZn2O11/pso-s2,complete,2095062,-5.27864,P1 (1),GaIn5O11Zn2,1:42:59,
In5GaZn2O11,pso,s3,s3,short,short-runs/complete-runs/In5GaZn2O11/pso-s3,complete,2100632,-5.2643,P1 (1),GaIn5O11Zn2,0:26:53,
In5GaZn2O11,pso,s4,s4,short,short-runs/complete-runs/In5GaZn2O11/pso-s4,complete,2100633,-5.29715,P1 (1),GaIn5O11Zn2,0:49:21,
In5GaZn2O11,pso,s5,s5,short,short-runs/complete-runs/In5GaZn2O11/pso-s5,complete,2101980,-5.28219,P1 (1),GaIn5O11Zn2,1:40:50,
In5GaZn2O11,pso,s6,s6,short,short-runs/complete-runs/In5GaZn2O11/pso-s6,complete,2101981,-5.0821,P1 (1),GaIn5O11Zn2,1:38:57,
In5GaZn2O11,rand,1,1,long,experimental-points/In_x/In5GaZn2O11/rand,complete,1982083,-5.29452,P1 (1),GaIn5O11Zn2,3:53:28,
In5GaZn2O11,rand,2,2,long,experimental-points/In_x/In5GaZn2O11/rand-2,complete,1982084,-5.29585,P1 (1),GaIn5O11Zn2,3:52:07,
In5GaZn2O11,rand,s1,s1,short,short-runs/complete-runs/In5GaZn2O11/rand-s1,no_cif,2095059,N/A,N/A,N/A,N/A,
In5GaZn2O11,rand,s2,s2,short,short-runs/complete-runs/In5GaZn2O11/rand-s2,complete,2095060,-5.22606,P1 (1),GaIn5O11Zn2,1:19:13,
In5GaZn2O11,rand,s3,s3,short,short-runs/complete-runs/In5GaZn2O11/rand-s3,complete,2100630,-5.28953,P1 (1),GaIn5O11Zn2,0:24:06,
In5GaZn2O11,rand,s4,s4,short,short-runs/complete-runs/In5GaZn2O11/rand-s4,complete,2100631,-5.25316,P1 (1),GaIn5O11Zn2,0:45:04,
In5GaZn2O11,rand,s5,s5,short,short-runs/complete-runs/In5GaZn2O11/rand-s5,complete,2101978,-5.22604,P1 (1),GaIn5O11Zn2,0:50:06,
In5GaZn2O11,rand,s6,s6,short,short-runs/complete-runs/In5GaZn2O11/rand-s6,complete,2101979,-5.27802,Cm (8),GaIn5O11Zn2,0:23:49,
In5GaZn2O11,tpe,1,1,long,experimental-points/In_x/In5GaZn2O11/tpe,complete,1982078,-5.30689,Pm (6),GaIn5O11Zn2,5:37:55,
In5GaZn2O11,tpe,2,2,long,experimental-points/In_x/In5GaZn2O11/tpe-2,complete,1982079,-5.30696,Pm (6),GaIn5O11Zn2,4:59:24,
In5GaZn2O11,tpe,s1,s1,short,short-runs/complete-runs/In5GaZn2O11/tpe-s1,no_cif,2095057,N/A,N/A,N/A,N/A,
In5GaZn2O11,tpe,s2,s2,short,short-runs/complete-runs/In5GaZn2O11/tpe-s2,no_cif,2095058,N/A,N/A,N/A,N/A,
In5GaZn2O11,tpe,s3,s3,short,short-runs/complete-runs/In5GaZn2O11/tpe-s3,no_cif,2100628,N/A,N/A,N/A,N/A,
In5GaZn2O11,tpe,s4,s4,short,short-runs/complete-runs/In5GaZn2O11/tpe-s4,no_cif,2100629,N/A,N/A,N/A,N/A,
In5GaZn2O11,tpe,s5,s5,short,short-runs/complete-runs/In5GaZn2O11/tpe-s5,no_cif,2101976,N/A,N/A,N/A,N/A,
In5GaZn2O11,tpe,s6,s6,short,short-runs/complete-runs/In5GaZn2O11/tpe-s6,no_cif,2101977,N/A,N/A,N/A,N/A,
In6Ga2ZnO13,pso,1,1,long,phase-diagram/vertical-line/In6Ga2ZnO13/pso,complete,1992757,-5.43845,P1 (1),Ga2In6O13Zn,9:45:11,
In6Ga2ZnO13,pso,2,2,long,phase-diagram/vertical-line/In6Ga2ZnO13/pso-2,complete,1992758,-5.45688,P1 (1),Ga2In6O13Zn,10:09:32,
In6Ga2ZnO13,pso,s1,s1,short,short-runs/working-dir/In6Ga2ZnO13/pso-s1,complete,2104575,-5.40613,P1 (1),Ga2In6O13Zn,0:44:15,
In6Ga2ZnO13,pso,s2,s2,short,short-runs/working-dir/In6Ga2ZnO13/pso-s2,complete,2104576,-5.31837,P1 (1),Ga2In6O13Zn,1:40:07,
In6Ga2ZnO13,rand,1,1,long,phase-diagram/vertical-line/In6Ga2ZnO13/rand,complete,1992759,-5.45719,Cm (8),Ga2In6O13Zn,4:31:21,
In6Ga2ZnO13,rand,2,2,long,phase-diagram/vertical-line/In6Ga2ZnO13/rand-2,complete,1992760,-5.45718,Cm (8),Ga2In6O13Zn,7:17:25,
In6Ga2ZnO13,rand,s1,s1,short,short-runs/working-dir/In6Ga2ZnO13/rand-s1,complete,2104573,-5.45718,Cm (8),Ga2In6O13Zn,0:52:31,
In6Ga2ZnO13,rand,s2,s2,short,short-runs/working-dir/In6Ga2ZnO13/rand-s2,complete,2104574,-5.45718,Cm (8),Ga2In6O13Zn,0:43:11,
In6Ga2ZnO13,tpe,1,1,long,phase-diagram/vertical-line/In6Ga2ZnO13/tpe,complete,1992761,-5.43383,P1 (1),Ga2In6O13Zn,14:41:11,
In6Ga2ZnO13,tpe,2,2,long,phase-diagram/vertical-line/In6Ga2ZnO13/tpe-2,complete,1992762,-5.4438,P1 (1),Ga2In6O13Zn,11:08:22,
In6Ga2ZnO13,tpe,s1,s1,short,short-runs/working-dir/In6Ga2ZnO13/tpe-s1,complete,2104571,-5.42426,P1 (1),Ga2In6O13Zn,0:53:46,
In6Ga2ZnO13,tpe,s2,s2,short,short-runs/working-dir/In6Ga2ZnO13/tpe-s2,complete,2104572,-5.42226,P1 (1),Ga2In6O13Zn,0:54:17,
In6Ga6ZnO19,pso,1,1,long,phase-diagram/diagonal-line/In6Ga6ZnO19/pso,complete,1993001,-5.55598,P1 (1),Ga6In6O19Zn,12:55:16,
In6Ga6ZnO19,pso,2,2,long,phase-diagram/diagonal-line/In6Ga6ZnO19/pso-2,complete,1993002,-5.52087,P1 (1),Ga6In6O19Zn,11:22:40,
In6Ga6ZnO19,pso,s1,s1,short,short-runs/working-dir/In6Ga6ZnO19/pso-s1,complete,2104508,-5.43265,P1 (1),Ga6In6O19Zn,1:00:47,
In6Ga6ZnO19,pso,s2,s2,short,short-runs/working-dir/In6Ga6ZnO19/pso-s2,complete,2104509,-5.5407,P1 (1),Ga6In6O19Zn,1:48:19,
In6Ga6ZnO19,rand,1,1,long,phase-diagram/diagonal-line/In6Ga6ZnO19/rand,complete,1992999,-5.58429,P1 (1),Ga6In6O19Zn,7:23:21,
In6Ga6ZnO19,rand,2,2,long,phase-diagram/diagonal-line/In6Ga6ZnO19/rand-2,complete,1993000,-5.56083,P1 (1),Ga6In6O19Zn,13:11:05,
In6Ga6ZnO19,rand,s1,s1,short,short-runs/working-dir/In6Ga6ZnO19/rand-s1,complete,2104506,-5.50931,P1 (1),Ga6In6O19Zn,0:48:53,
In6Ga6ZnO19,rand,s2,s2,short,short-runs/working-dir/In6Ga6ZnO19/rand-s2,complete,2104507,-5.59998,P1 (1),Ga6In6O19Zn,1:54:27,
In6Ga6ZnO19,tpe,1,1,long,phase-diagram/diagonal-line/In6Ga6ZnO19/tpe,complete,1992997,-5.53638,P1 (1),Ga6In6O19Zn,18:29:28,
In6Ga6ZnO19,tpe,2,2,long,phase-diagram/diagonal-line/In6Ga6ZnO19/tpe-2,complete,1992998,-5.56652,P1 (1),Ga6In6O19Zn,20:24:37,
In6Ga6ZnO19,tpe,s1,s1,short,short-runs/working-dir/In6Ga6ZnO19/tpe-s1,no_cif,2104504,N/A,N/A,N/A,N/A,
In6Ga6ZnO19,tpe,s2,s2,short,short-runs/working-dir/In6Ga6ZnO19/tpe-s2,no_cif,2104505,N/A,N/A,N/A,N/A,
In7Ga3Zn5O20,pso,1,1,long,experimental-points/Zn_x/In7Ga3Zn5O20/pso,complete,1992944,-5.15086,P1 (1),Ga3In7O20Zn5,18:02:45,
In7Ga3Zn5O20,pso,2,2,long,experimental-points/Zn_x/In7Ga3Zn5O20/pso-2,complete,1992945,-5.23151,P1 (1),Ga3In7O20Zn5,11:06:34,
In7Ga3Zn5O20,rand,1,1,long,experimental-points/Zn_x/In7Ga3Zn5O20/rand,no_cif,2014653,N/A,N/A,N/A,N/A,
In7Ga3Zn5O20,rand,2,2,long,experimental-points/Zn_x/In7Ga3Zn5O20/rand-2,no_cif,2014654,N/A,N/A,N/A,N/A,
In7Ga3Zn5O20,tpe,1,1,long,experimental-points/Zn_x/In7Ga3Zn5O20/tpe,complete,1992940,-5.22023,P1 (1),Ga3In7O20Zn5,12:17:27,
In7Ga3Zn5O20,tpe,2,2,long,experimental-points/Zn_x/In7Ga3Zn5O20/tpe-2,complete,1992941,-5.22043,P1 (1),Ga3In7O20Zn5,14:49:33,
In9Ga3ZnO19,pso,1,1,long,experimental-points/In_x/In9Ga3ZnO19/pso,complete,1982095,-5.49514,P1 (1),Ga3In9O19Zn,17:45:23,
In9Ga3ZnO19,pso,2,2,long,experimental-points/In_x/In9Ga3ZnO19/pso-2,complete,1982096,-5.46209,P1 (1),Ga3In9O19Zn,7:23:23,
In9Ga3ZnO19,pso,s1,s1,short,short-runs/complete-runs/In9Ga3ZnO19/pso-s1,complete,2100638,-5.35787,P1 (1),Ga3In9O19Zn,0:43:49,
In9Ga3ZnO19,pso,s2,s2,short,short-runs/complete-runs/In9Ga3ZnO19/pso-s2,complete,2100639,-5.37497,P1 (1),Ga3In9O19Zn,1:36:37,
In9Ga3ZnO19,pso,s3,s3,short,short-runs/complete-runs/In9Ga3ZnO19/pso-s3,complete,2101986,-5.45332,P1 (1),Ga3In9O19Zn,1:08:53,
In9Ga3ZnO19,pso,s4,s4,short,short-runs/complete-runs/In9Ga3ZnO19/pso-s4,complete,2101987,-5.41412,P1 (1),Ga3In9O19Zn,0:51:51,
In9Ga3ZnO19,rand,1,1,long,experimental-points/In_x/In9Ga3ZnO19/rand,complete,1982097,-5.46427,P1 (1),Ga3In9O19Zn,7:10:18,
In9Ga3ZnO19,rand,2,2,long,experimental-points/In_x/In9Ga3ZnO19/rand-2,complete,1982098,-5.48915,P1 (1),Ga3In9O19Zn,6:51:19,
In9Ga3ZnO19,rand,s1,s1,short,short-runs/complete-runs/In9Ga3ZnO19/rand-s1,complete,2100636,-5.31521,P1 (1),Ga3In9O19Zn,N/A,
In9Ga3ZnO19,rand,s2,s2,short,short-runs/complete-runs/In9Ga3ZnO19/rand-s2,complete,2100637,-5.39047,P1 (1),Ga3In9O19Zn,0:56:54,
In9Ga3ZnO19,rand,s3,s3,short,short-runs/complete-runs/In9Ga3ZnO19/rand-s3,complete,2101984,-5.23161,P1 (1),Ga3In9O19Zn,N/A,
In9Ga3ZnO19,rand,s4,s4,short,short-runs/complete-runs/In9Ga3ZnO19/rand-s4,complete,2101985,-5.42305,P1 (1),Ga3In9O19Zn,1:41:29,
In9Ga3ZnO19,tpe,1,1,long,experimental-points/In_x/In9Ga3ZnO19/tpe,complete,1982086,-5.45342,P1 (1),Ga3In9O19Zn,19:28:17,
In9Ga3ZnO19,tpe,2,2,long,experimental-points/In_x/In9Ga3ZnO19/tpe-2,complete,1982090,-5.47656,P1 (1),Ga3In9O19Zn,19:39:45,
In9Ga3ZnO19,tpe,s1,s1,short,short-runs/complete-runs/In9Ga3ZnO19/tpe-s1,no_cif,2100634,N/A,N/A,N/A,N/A,
In9Ga3ZnO19,tpe,s2,s2,short,short-runs/complete-runs/In9Ga3ZnO19/tpe-s2,no_cif,2100635,N/A,N/A,N/A,N/A,
In9Ga3ZnO19,tpe,s3,s3,short,short-runs/complete-runs/In9Ga3ZnO19/tpe-s3,no_cif,2101982,N/A,N/A,N/A,N/A,
In9Ga3ZnO19,tpe,s4,s4,short,short-runs/complete-runs/In9Ga3ZnO19/tpe-s4,no_cif,2101983,N/A,N/A,N/A,N/A,
In9GaZnO14,pso,1,1,long,experimental-points/In_x/In9GaZnO14/pso,complete,2023069,-5.23985,P1 (1),GaIn9O14Zn,7:15:50,
In9GaZnO14,pso,2,2,long,experimental-points/In_x/In9GaZnO14/pso-2,complete,1992896,-5.28039,Cm (8),GaIn9O14Zn,7:58:05,
In9GaZnO14,rand,1,1,long,experimental-points/In_x/In9GaZnO14/rand,complete,1992893,-5.27122,P1 (1),GaIn9O14Zn,10:08:18,
In9GaZnO14,rand,2,2,long,experimental-points/In_x/In9GaZnO14/rand-2,complete,1992894,-5.26609,P1 (1),GaIn9O14Zn,14:48:34,
In9GaZnO14,tpe,1,1,long,experimental-points/In_x/In9GaZnO14/tpe,no_cif,2014574,N/A,N/A,N/A,N/A,
In9GaZnO14,tpe,2,2,long,experimental-points/In_x/In9GaZnO14/tpe-2,complete,1992892,-5.27525,P1 (1),GaIn9O14Zn,20:11:03,
InGa7ZnO13,pso,1,1,long,experimental-points/Ga_x/InGa7ZnO13/pso,complete,1992932,-5.69688,P1 (1),Ga7InO13Zn,9:54:37,
InGa7ZnO13,pso,2,2,long,experimental-points/Ga_x/InGa7ZnO13/pso-2,complete,1992933,-5.69602,P1 (1),Ga7InO13Zn,20:55:02,
InGa7ZnO13,pso,s1,s1,short,short-runs/complete-runs/InGa7ZnO13/pso-s1,complete,2100626,-5.66774,P1 (1),Ga7InO13Zn,0:57:42,
InGa7ZnO13,pso,s2,s2,short,short-runs/complete-runs/InGa7ZnO13/pso-s2,complete,2100627,-5.66928,P1 (1),Ga7InO13Zn,1:33:41,
InGa7ZnO13,pso,s3,s3,short,short-runs/complete-runs/InGa7ZnO13/pso-s3,complete,2101992,-5.52859,Cm (8),Ga7InO13Zn,1:14:27,
InGa7ZnO13,pso,s4,s4,short,short-runs/complete-runs/InGa7ZnO13/pso-s4,complete,2101993,-5.35362,P1 (1),Ga7InO13Zn,N/A,
InGa7ZnO13,rand,1,1,long,experimental-points/Ga_x/InGa7ZnO13/rand,complete,1992930,-5.72449,P1 (1),Ga7InO13Zn,4:24:07,
InGa7ZnO13,rand,2,2,long,experimental-points/Ga_x/InGa7ZnO13/rand-2,complete,1992931,-5.70823,P1 (1),Ga7InO13Zn,9:09:47,
InGa7ZnO13,rand,s1,s1,short,short-runs/complete-runs/InGa7ZnO13/rand-s1,complete,2100624,-5.73366,P1 (1),Ga7InO13Zn,0:37:48,
InGa7ZnO13,rand,s2,s2,short,short-runs/complete-runs/InGa7ZnO13/rand-s2,complete,2100625,-5.70459,P1 (1),Ga7InO13Zn,1:11:48,
InGa7ZnO13,rand,s3,s3,short,short-runs/complete-runs/InGa7ZnO13/rand-s3,complete,2101990,-5.68471,P1 (1),Ga7InO13Zn,0:40:08,
InGa7ZnO13,rand,s4,s4,short,short-runs/complete-runs/InGa7ZnO13/rand-s4,complete,2101991,-5.68471,P1 (1),Ga7InO13Zn,1:22:53,
InGa7ZnO13,tpe,1,1,long,experimental-points/Ga_x/InGa7ZnO13/tpe,complete,1992928,-5.71655,P1 (1),Ga7InO13Zn,18:40:54,
InGa7ZnO13,tpe,2,2,long,experimental-points/Ga_x/InGa7ZnO13/tpe-2,complete,1992929,-5.68777,P1 (1),Ga7InO13Zn,13:20:13,
InGa7ZnO13,tpe,s1,s1,short,short-runs/complete-runs/InGa7ZnO13/tpe-s1,complete,2100622,-5.68471,P1 (1),Ga7InO13Zn,1:23:57,
InGa7ZnO13,tpe,s2,s2,short,short-runs/complete-runs/InGa7ZnO13/tpe-s2,complete,2100623,-5.70874,P1 (1),Ga7InO13Zn,0:40:13,
InGa7ZnO13,tpe,s3,s3,short,short-runs/complete-runs/InGa7ZnO13/tpe-s3,complete,2101988,-5.68471,P1 (1),Ga7InO13Zn,1:01:39,
InGa7ZnO13,tpe,s4,s4,short,short-runs/complete-runs/InGa7ZnO13/tpe-s4,complete,2101989,-5.69019,P1 (1),Ga7InO13Zn,1:30:01,
InGaZn2O5,pso,1,1,long,benchmarks/InGaZn2O5/pso,complete,1937355,-5.12253,Cm (8),GaInO5Zn2,6:29:03,
InGaZn2O5,rand,1,1,long,benchmarks/InGaZn2O5/rand,complete,1937356,-5.20053,P1 (1),GaInO5Zn2,7:43:59,
InGaZn3O6,pso,1,2,long,experimental-points/Zn_x/InGaZn3O6/pso,complete,1992976,-5.00001,Cm (8),GaInO6Zn3,17:35:57,
InGaZn3O6,pso,1,1,long,benchmarks/InGaZn3O6/pso,complete,1937352,-5.06525,P3m1 (156),GaInO6Zn3,4:39:04,
InGaZn3O6,pso,2,3,long,experimental-points/Zn_x/InGaZn3O6/pso-2,complete,1992977,-5.06638,Amm2 (38),GaInO6Zn3,10:28:43,
InGaZn3O6,rand,1,2,long,experimental-points/Zn_x/InGaZn3O6/rand,complete,1992974,-4.99333,P1 (1),GaInO6Zn3,19:35:01,
InGaZn3O6,rand,1,1,long,benchmarks/InGaZn3O6/rand,complete,1937353,-4.96216,P1 (1),GaInO6Zn3,10:57:08,
InGaZn3O6,rand,2,3,long,experimental-points/Zn_x/InGaZn3O6/rand-2,complete,1992975,-5.01538,Cm (8),GaInO6Zn3,12:50:10,
InGaZn3O6,tpe,1,1,long,experimental-points/Zn_x/InGaZn3O6/tpe,complete,1992972,-5.0153,Cm (8),GaInO6Zn3,4:31:14,
InGaZn3O6,tpe,2,2,long,experimental-points/Zn_x/InGaZn3O6/tpe-2,complete,1992973,-5.01524,Cm (8),GaInO6Zn3,4:01:45,
InGaZn4O7,pso,1,1,long,benchmarks/InGaZn4O7/pso,complete,1955047,-4.91395,Pm (6),GaInO7Zn4,17:14:36,
InGaZn4O7,rand,1,1,long,benchmarks/InGaZn4O7/rand,complete,1955085,-4.97325,P1 (1),GaInO7Zn4,6:11:34,
InGaZn4O7,tpe,1,1,long,benchmarks/InGaZn4O7/tpe,complete,1955046,-4.89823,P1 (1),GaInO7Zn4,6:24:49,
InGaZnO4,pso,1,1,long,benchmarks/InGaZnO4/pso,complete,1934920,-5.36076,Cm (8),GaInO4Zn,12:15:42,
InGaZnO4,rand,1,1,long,benchmarks/InGaZnO4/rand,complete,1934921,-5.3608,Cm (8),GaInO4Zn,4:55:08,
In2Ga6Zn3O15,tpe,1,s1,short,short-runs/working-dir/In2Ga6Zn3O15/tpe-s1,complete,2106741,-5.32816,P1 (1),Ga6In2O15Zn3,1:19:54,
In2Ga6Zn3O15,tpe,2,s2,short,short-runs/working-dir/In2Ga6Zn3O15/tpe-s2,complete,2106742,-5.27468,P1 (1),Ga6In2O15Zn3,1:02:27,
In2Ga6Zn3O15,rand,1,s1,short,short-runs/working-dir/In2Ga6Zn3O15/rand-s1,complete,2106743,-5.39334,P1 (1),Ga6In2O15Zn3,0:57:22,
In2Ga6Zn3O15,rand,2,s2,short,short-runs/working-dir/In2Ga6Zn3O15/rand-s2,complete,2106744,-5.45194,P1 (1),Ga6In2O15Zn3,1:48:05,
In2Ga6Zn3O15,pso,1,s1,short,short-runs/working-dir/In2Ga6Zn3O15/pso-s1,complete,2106745,-5.26905,P1 (1),Ga6In2O15Zn3,N/A,
In2Ga6Zn3O15,pso,2,s2,short,short-runs/working-dir/In2Ga6Zn3O15/pso-s2,complete,2106746,-5.41102,P1 (1),Ga6In2O15Zn3,1:36:07,
In6Ga6ZnO19,tpe,3,s3,short,short-runs/working-dir/In6Ga6ZnO19/tpe-s3,timeout,2106747,N/A,N/A,N/A,N/A,
In6Ga6ZnO19,tpe,4,s4,short,short-runs/working-dir/In6Ga6ZnO19/tpe-s4,timeout,2106748,N/A,N/A,N/A,N/A,
In6Ga6ZnO19,rand,3,s3,short,short-runs/working-dir/In6Ga6ZnO19/rand-s3,complete,2106749,-5.4307,P1 (1),Ga6In6O19Zn,1:05:02,
In6Ga6ZnO19,rand,4,s4,short,short-runs/working-dir/In6Ga6ZnO19/rand-s4,complete,2106750,-5.45521,P1 (1),Ga6In6O19Zn,1:08:15,
In6Ga6ZnO19,pso,3,s3,short,short-runs/working-dir/In6Ga6ZnO19/pso-s3,timeout,2106751,N/A,N/A,N/A,N/A,
In6Ga6ZnO19,pso,4,s4,short,short-runs/working-dir/In6Ga6ZnO19/pso-s4,complete,2106752,-5.56013,P1 (1),Ga6In6O19Zn,1:55:27,
In5GaZn2O11,tpe,7,s7,short,short-runs/working-dir/In5GaZn2O11/tpe-s7,timeout,2106753,N/A,N/A,N/A,N/A,
In5GaZn2O11,tpe,8,s8,short,short-runs/working-dir/In5GaZn2O11/tpe-s8,timeout,2106754,N/A,N/A,N/A,N/A,
In5GaZn2O11,rand,7,s7,short,short-runs/working-dir/In5GaZn2O11/rand-s7,complete,2106755,-5.24698,Cm (8),GaIn5O11Zn2,1:05:24,
In5GaZn2O11,rand,8,s8,short,short-runs/working-dir/In5GaZn2O11/rand-s8,complete,2106756,-5.27351,P1 (1),GaIn5O11Zn2,0:42:18,
In5GaZn2O11,pso,7,s7,short,short-runs/working-dir/In5GaZn2O11/pso-s7,complete,2106757,-5.25735,P1 (1),GaIn5O11Zn2,1:27:53,
In5GaZn2O11,pso,8,s8,short,short-runs/working-dir/In5GaZn2O11/pso-s8,complete,2106758,-5.22811,P1 (1),GaIn5O11Zn2,1:45:33,
In7Ga3Zn5O20,tpe,1,s1,short,short-runs/working-dir/In7Ga3Zn5O20/tpe-s1,complete,2106759,-5.09896,P1 (1),Ga3In7O20Zn5,1:19:23,
In7Ga3Zn5O20,tpe,2,s2,short,short-runs/working-dir/In7Ga3Zn5O20/tpe-s2,complete,2106760,-5.21285,P1 (1),Ga3In7O20Zn5,1:30:44,
In7Ga3Zn5O20,rand,1,s1,short,short-runs/working-dir/In7Ga3Zn5O20/rand-s1,complete,2106761,-5.10648,P1 (1),Ga3In7O20Zn5,1:29:44,
In7Ga3Zn5O20,rand,2,s2,short,short-runs/working-dir/In7Ga3Zn5O20/rand-s2,complete,2106762,-5.11728,P1 (1),Ga3In7O20Zn5,1:54:46,
In7Ga3Zn5O20,pso,1,s1,short,short-runs/working-dir/In7Ga3Zn5O20/pso-s1,complete,2106763,-5.25878,P1 (1),Ga3In7O20Zn5,1:18:33,
In7Ga3Zn5O20,pso,2,s2,short,short-runs/working-dir/In7Ga3Zn5O20/pso-s2,complete,2106764,-5.10408,P1 (1),Ga3In7O20Zn5,1:12:54,
In10Ga2ZnO19,tpe,3,s3,short,short-runs/working-dir/In10Ga2ZnO19/tpe-s3,timeout,2106765,N/A,N/A,N/A,N/A,
In10Ga2ZnO19,tpe,4,s4,short,short-runs/working-dir/In10Ga2ZnO19/tpe-s4,timeout,2106766,N/A,N/A,N/A,N/A,
In10Ga2ZnO19,rand,3,s3,short,short-runs/working-dir/In10Ga2ZnO19/rand-s3,complete,2106767,-5.45404,P1 (1),Ga2In10O19Zn,N/A,
In10Ga2ZnO19,rand,4,s4,short,short-runs/working-dir/In10Ga2ZnO19/rand-s4,complete,2106768,-5.35327,P1 (1),Ga2In10O19Zn,1:23:46,
In10Ga2ZnO19,pso,3,s3,short,short-runs/working-dir/In10Ga2ZnO19/pso-s3,complete,2106769,-5.35742,P1 (1),Ga2In10O19Zn,1:49:26,
In10Ga2ZnO19,pso,4,s4,short,short-runs/working-dir/In10Ga2ZnO19/pso-s4,complete,2106770,-5.37653,P1 (1),Ga2In10O19Zn,1:46:49,
In2Ga4Zn2O11,tpe,1,s1,short,short-runs/working-dir/In2Ga4Zn2O11/tpe-s1,complete,2106771,-5.44607,P1 (1),Ga4In2O11Zn2,0:37:52,
In2Ga4Zn2O11,tpe,2,s2,short,short-runs/working-dir/In2Ga4Zn2O11/tpe-s2,complete,2106772,-5.27389,P1 (1),Ga4In2O11Zn2,0:45:37,
In2Ga4Zn2O11,rand,1,s1,short,short-runs/working-dir/In2Ga4Zn2O11/rand-s1,complete,2106773,-5.46984,Pm (6),Ga4In2O11Zn2,1:13:53,
In2Ga4Zn2O11,rand,2,s2,short,short-runs/working-dir/In2Ga4Zn2O11/rand-s2,complete,2106774,-5.40964,P1 (1),Ga4In2O11Zn2,0:41:53,
In2Ga4Zn2O11,pso,1,s1,short,short-runs/working-dir/In2Ga4Zn2O11/pso-s1,complete,2106775,-5.43167,P1 (1),Ga4In2O11Zn2,1:07:51,
In2Ga4Zn2O11,pso,2,s2,short,short-runs/working-dir/In2Ga4Zn2O11/pso-s2,complete,2106776,-5.33946,P1 (1),Ga4In2O11Zn2,1:14:56,
In2Ga6Zn2O14,tpe,1,s1,short,short-runs/working-dir/In2Ga6Zn2O14/tpe-s1,complete,2106777,-5.4479,P1 (1),Ga3InO7Zn,0:53:50,
In2Ga6Zn2O14,tpe,2,s2,short,short-runs/working-dir/In2Ga6Zn2O14/tpe-s2,complete,2106778,-5.54335,P1 (1),Ga3InO7Zn,1:19:29,
In2Ga6Zn2O14,rand,1,s1,short,short-runs/working-dir/In2Ga6Zn2O14/rand-s1,failed,2106779,N/A,N/A,N/A,N/A,
In2Ga6Zn2O14,rand,2,s2,short,short-runs/working-dir/In2Ga6Zn2O14/rand-s2,failed,2106780,N/A,N/A,N/A,N/A,
In2Ga6Zn2O14,pso,1,s1,short,short-runs/working-dir/In2Ga6Zn2O14/pso-s1,complete,2106781,-5.33826,P1 (1),Ga3InO7Zn,1:12:38,
In2Ga6Zn2O14,pso,2,s2,short,short-runs/working-dir/In2Ga6Zn2O14/pso-s2,complete,2106782,-5.3451,P1 (1),Ga3InO7Zn,1:17:29,
In9GaZnO14,tpe,1,s1,short,short-runs/RUN2s/In9GaZnO14/tpe-s1,complete,2109840,-5.24847,P1 (1),GaIn9O14Zn,1:21:23,
In9GaZnO14,tpe,2,s2,short,short-runs/RUN2s/In9GaZnO14/tpe-s2,complete,2109841,-5.2207,P1 (1),GaIn9O14Zn,1:28:37,
In9GaZnO14,rand,1,s1,short,short-runs/RUN2s/In9GaZnO14/rand-s1,complete,2109842,-5.25273,Pm (6),GaIn9O14Zn,1:07:37,
In9GaZnO14,rand,2,s2,short,short-runs/RUN2s/In9GaZnO14/rand-s2,complete,2109843,-5.2148,P1 (1),GaIn9O14Zn,1:26:02,
In9GaZnO14,pso,1,s1,short,short-runs/RUN2s/In9GaZnO14/pso-s1,complete,2109844,-5.06262,P1 (1),GaIn9O14Zn,1:18:32,
In9GaZnO14,pso,2,s2,short,short-runs/RUN2s/In9GaZnO14/pso-s2,complete,2109845,-5.23882,P1 (1),GaIn9O14Zn,0:54:43,
